IDEMPIERE-2272,Improvement,Closed,Incomplete,25/10/14,27/07/18
IDEMPIERE-2260,Improvement,Closed,Fixed,22/10/14,29/10/14
IDEMPIERE-2259,New Feature,Closed,Fixed,21/10/14,29/10/14
IDEMPIERE-2254,Improvement,Closed,Won't Fix,17/10/14,13/10/17
IDEMPIERE-2245,Improvement,Closed,Fixed,12/10/14,10/01/15
IDEMPIERE-2244,Improvement,Closed,Fixed,11/10/14,13/05/15
IDEMPIERE-2235,Improvement,Closed,Fixed,09/10/14,08/04/15
IDEMPIERE-2233,Improvement,Closed,Fixed,08/10/14,20/05/15
IDEMPIERE-2230,Improvement,Closed,Fixed,07/10/14,19/08/15
IDEMPIERE-2228,Improvement,Closed,Duplicate,06/10/14,06/10/14
IDEMPIERE-2227,New Feature,Closed,Incomplete,05/10/14,27/07/18
IDEMPIERE-2225,New Feature,Closed,Fixed,03/10/14,15/10/14
IDEMPIERE-2203,Improvement,Closed,Incomplete,15/09/14,15/10/14
IDEMPIERE-2199,Improvement,Closed,Incomplete,11/09/14,27/07/18
IDEMPIERE-2198,Improvement,Closed,Won't Fix,10/09/14,06/12/14
IDEMPIERE-2196,Improvement,Closed,Won't Fix,08/09/14,26/02/15
IDEMPIERE-2188,Improvement,Closed,Fixed,05/09/14,05/09/14
IDEMPIERE-2184,Improvement,Closed,Fixed,03/09/14,10/01/15
IDEMPIERE-2183,Improvement,Closed,Fixed,03/09/14,10/01/15
IDEMPIERE-2182,Improvement,Closed,Fixed,03/09/14,05/09/14
IDEMPIERE-2153,Improvement,Closed,Duplicate,16/08/14,21/08/14
IDEMPIERE-2152,Improvement,Closed,Fixed,16/08/14,14/01/15
IDEMPIERE-2138,Improvement,Closed,Fixed,12/08/14,19/08/15
IDEMPIERE-2128,Improvement,Closed,Duplicate,07/08/14,13/07/18
IDEMPIERE-2127,Improvement,Closed,Fixed,07/08/14,08/08/14
IDEMPIERE-2126,Improvement,Closed,Won't Fix,07/08/14,13/07/18
IDEMPIERE-2119,Improvement,Closed,Duplicate,02/08/14,17/02/15
IDEMPIERE-2113,Improvement,Closed,Fixed,01/08/14,04/11/14
IDEMPIERE-2110,New Feature,Closed,Fixed,31/07/14,31/07/14
IDEMPIERE-2109,Improvement,Closed,Fixed,30/07/14,14/01/15
IDEMPIERE-2108,Improvement,Closed,Fixed,30/07/14,30/07/14
IDEMPIERE-2107,Improvement,Closed,Fixed,29/07/14,04/03/15
IDEMPIERE-2105,Improvement,Closed,Fixed,29/07/14,14/01/15
IDEMPIERE-2103,New Feature,Closed,Fixed,28/07/14,13/07/18
IDEMPIERE-2100,Improvement,Closed,Fixed,26/07/14,27/07/14
IDEMPIERE-2089,New Feature,Closed,Fixed,24/07/14,05/11/14
IDEMPIERE-2088,Improvement,Closed,Fixed,24/07/14,15/10/14
IDEMPIERE-2087,New Feature,Closed,Duplicate,24/07/14,17/04/15
IDEMPIERE-2078,Improvement,Closed,Fixed,18/07/14,12/07/18
IDEMPIERE-2077,New Feature,Closed,Fixed,18/07/14,23/07/14
IDEMPIERE-2073,New Feature,Closed,Fixed,17/07/14,23/07/14
IDEMPIERE-2072,New Feature,Closed,Fixed,17/07/14,23/03/15
IDEMPIERE-2069,New Feature,Closed,Incomplete,17/07/14,12/07/18
IDEMPIERE-2064,Improvement,Closed,Fixed,16/07/14,11/01/15
IDEMPIERE-2062,New Feature,Closed,Fixed,16/07/14,16/07/14
IDEMPIERE-2060,Improvement,Closed,Fixed,16/07/14,03/09/14
IDEMPIERE-2057,Improvement,Closed,Fixed,15/07/14,11/11/14
IDEMPIERE-2055,Improvement,Closed,Fixed,15/07/14,16/07/14
IDEMPIERE-2053,Improvement,Closed,Incomplete,12/07/14,11/07/18
IDEMPIERE-2052,Improvement,Closed,Fixed,11/07/14,16/07/14
